trip_id,optimized_route,optimized_duration_min
471,Ghanshyam Supermarket → Alankrita Boutique → Apollo Health City → Chutneys Restaurant → Jos Alukkas → Adidas Originals,237.47
472,Ratnadeep Supermarket → Alankrita Boutique → Ghanshyam Supermarket,106.82
473,Ratnadeep Supermarket → Alankrita Boutique → Ghanshyam Supermarket,106.82
474,Joyalukkas → Ratnadeep Supermarket → Q-Mart Gachibowli → Lakme Salon → Ghanshyam Supermarket,154.31
475,MedPlus Madhapur → Lakme Salon → Bawarchi RTC X Roads → Page 3 Luxury Salon,10074.18
476,Joyalukkas → Ratnadeep Supermarket → Q-Mart Gachibowli → Lakme Salon → Ghanshyam Supermarket,154.31
477,Ghanshyam Supermarket → Alankrita Boutique → Apollo Health City → Chutneys Restaurant → Jos Alukkas → Adidas Originals,237.47
478,MedPlus Madhapur → Lakme Salon → Bawarchi RTC X Roads → Page 3 Luxury Salon,10074.18
479,Ghanshyam Supermarket → Alankrita Boutique → Apollo Health City → Chutneys Restaurant → Jos Alukkas → Adidas Originals,237.47
480,MedPlus Madhapur → Lakme Salon → Bawarchi RTC X Roads → Page 3 Luxury Salon,10074.18
